X,Y,Index_,premisetype
-79.6066589,43.7441216,61915,Commercial
-79.5013275,43.7648163,61628,Commercial
-79.524704,43.6271896,61674,Commercial
-79.5928497,43.6808167,61676,Commercial
-79.6142807,43.7454948,61682,Commercial
-79.6195297,43.7530403,61918,Commercial
-79.5932999,43.6721916,61419,Commercial
-79.3844147,43.6573105,61920,Commercial
-79.2770309,43.7516556,61926,Commercial
-79.2620926,43.8201218,61940,Commercial
-79.2810745,43.7658043,61960,Commercial
-79.3778763,43.6621742,61979,Commercial
-79.2810745,43.7658043,61989,Commercial
-79.5160141,43.7193069,61995,Commercial
-79.4902344,43.7058067,61996,Commercial
-79.5485458,43.7671127,61027,Commercial
-79.251442,43.823288,61525,Commercial
-79.6142807,43.7454948,61529,Commercial
-79.5406723,43.6224747,61533,Commercial
-79.5826721,43.7039604,61536,Commercial
-79.5811157,43.7138481,61548,Commercial
-79.40522,43.6374741,61551,Commercial
-79.452919,43.7057762,61567,Commercial
-79.4482651,43.7248802,61571,Commercial
-79.2936096,43.7673225,61572,Commercial
-79.3564835,43.6600037,61580,Commercial
-79.3564835,43.6600037,61581,Commercial
-79.2838669,43.7731895,61584,Commercial
-79.3564835,43.6600037,61587,Commercial
-79.5157776,43.6201973,61590,Commercial
-79.5770645,43.6902161,61428,Commercial
-79.5242844,43.7559319,61435,Commercial
-79.281189,43.6928177,61456,Commercial
-79.5406723,43.6224747,61457,Commercial
-79.5955658,43.6867599,61046,Commercial
-79.3665237,43.7934189,61050,Commercial
-79.4896545,43.7580605,61086,Commercial
-79.4896545,43.7580605,61091,Commercial
-79.2783966,43.7057724,63901,Commercial
-79.2845459,43.776577,63618,Commercial
-79.4917679,43.6671867,63623,Commercial
-79.3958282,43.6473999,63635,Commercial
-79.3958282,43.6473999,63639,Commercial
-79.5151291,43.747097,63646,Commercial
-79.3710327,43.6582947,63649,Commercial
-79.5873108,43.6907883,63658,Commercial
-79.4673462,43.7603264,63670,Commercial
-79.248085,43.7366982,63685,Commercial
-79.4159164,43.6390228,63903,Commercial
-79.251442,43.823288,63104,Commercial
-79.5337601,43.698597,63923,Commercial
-79.4367447,43.7368164,63932,Commercial
-79.4666061,43.711483,63935,Commercial
-79.5162048,43.700161,63937,Commercial
-79.5269089,43.7553139,63942,Commercial
-79.5580597,43.7600021,63964,Commercial
-79.2588348,43.7896233,63967,Commercial
-79.5406723,43.6224747,63990,Commercial
-79.2378922,43.7809296,63991,Commercial
-79.2378922,43.7809296,63992,Commercial
-79.5823975,43.7166901,63504,Commercial
-79.2054291,43.7857208,63203,Commercial
-79.476593,43.7643204,63026,Commercial
-79.6062393,43.7470741,63053,Commercial
-79.481514,43.6309738,63058,Commercial
-79.4971313,43.6130943,63060,Commercial
-79.2613297,43.7700691,63069,Commercial
-79.2613297,43.7700691,63070,Commercial
-79.2054291,43.7857208,63205,Commercial
-79.2663803,43.8293419,63420,Commercial
-79.5348663,43.7104225,63423,Commercial
-79.6014404,43.7304726,63431,Commercial
-79.2510223,43.8334541,63452,Commercial
-79.54673,43.697052,63457,Commercial
-79.473381,43.7742805,63469,Commercial
-79.4564743,43.7218552,63508,Commercial
-79.5406723,43.6224747,63809,Commercial
-79.3867874,43.6702271,63510,Commercial
-79.2810745,43.7658043,63309,Commercial
-79.5132065,43.7255173,63311,Commercial
-79.5873032,43.689518,63814,Commercial
-79.4163208,43.7685242,63514,Commercial
-79.5016632,43.6975517,63725,Commercial
-79.2611313,43.7736168,63745,Commercial
-79.5390015,43.6373711,63765,Commercial
-79.2785721,43.7853508,63791,Commercial
-79.4448166,43.7014771,63799,Commercial
-79.4509735,43.6971855,63518,Commercial
-79.5275497,43.6228027,63145,Commercial
-79.2810745,43.7658043,63148,Commercial
-79.4902344,43.7058067,63149,Commercial
-79.5104294,43.7247734,63174,Commercial
-79.6183472,43.7381287,63193,Commercial
-79.4765549,43.7735596,63824,Commercial
-79.4780426,43.6702309,63526,Commercial
-79.5955658,43.6867599,63541,Commercial
-79.2810745,43.7658043,63564,Commercial
-79.4719086,43.6772308,63579,Commercial
-79.3944321,43.6402054,63836,Commercial
-79.2810745,43.7658043,63857,Commercial
-79.4719086,43.6772308,63860,Commercial
-79.5044022,43.705162,63864,Commercial
-79.2785721,43.7853508,63876,Commercial
-79.2810745,43.7658043,63883,Commercial
-79.5600281,43.7562561,63894,Commercial
-79.5308533,43.7418175,63900,Commercial
-79.2613297,43.7700691,63231,Commercial
-79.2613297,43.7700691,63232,Commercial
-79.5359879,43.6163902,63334,Commercial
-79.2611313,43.7736168,63364,Commercial
-79.4564743,43.7218552,63370,Commercial
-79.1849899,43.7874298,63374,Commercial
-79.4756241,43.7795753,63380,Commercial
-79.5920944,43.672699,63384,Commercial
-79.3878632,43.6728745,63238,Commercial
-79.3878632,43.6728745,63239,Commercial
-79.4849091,43.7591934,63271,Commercial
-79.35746,43.6595268,55401,Commercial
-79.2848358,43.7475204,55203,Commercial
-79.5177765,43.7590179,55207,Commercial
-79.5569077,43.6101265,55210,Commercial
-79.5317001,43.7593842,55215,Commercial
-79.3373566,43.8064041,55223,Commercial
-79.3841095,43.649189,55225,Commercial
-79.2882614,43.7832909,55238,Commercial
-79.4133911,43.684166,55239,Commercial
-79.411972,43.6420441,55247,Commercial
-79.1902924,43.7580261,55255,Commercial
-79.2738876,43.7308464,55259,Commercial
-79.3847122,43.6580772,55264,Commercial
-79.3044662,43.7189102,55278,Commercial
-79.4940414,43.7751694,55281,Commercial
-79.3741455,43.6492653,55287,Commercial
-79.3834457,43.7610512,55289,Commercial
-79.3841553,43.6639061,55290,Commercial
-79.3963013,43.6740074,55902,Commercial
-79.3963013,43.6740074,55903,Commercial
-79.3787384,43.6510582,55602,Commercial
-79.248085,43.7366982,55003,Commercial
-79.3764572,43.6548309,55503,Commercial
-79.3963013,43.6740074,55904,Commercial
-79.2556076,43.7350769,55504,Commercial
-79.341774,43.6795692,55804,Commercial
-79.3874969,43.7016487,55416,Commercial
-79.3867874,43.6702271,55423,Commercial
-79.4171066,43.6386528,55426,Commercial
-79.4074478,43.7473068,55432,Commercial
-79.4198151,43.7971611,55433,Commercial
-79.5317001,43.7593842,55436,Commercial
-79.38311,43.6613731,55442,Commercial
-79.401413,43.6477089,55444,Commercial
-79.39328,43.6483955,55458,Commercial
-79.3910904,43.6463165,55470,Commercial
-79.3022385,43.6695633,55472,Commercial
-79.3734589,43.6573067,55473,Commercial
-79.3734589,43.6573067,55474,Commercial
-79.3851929,43.6592293,55479,Commercial
-79.4114609,43.6508293,55485,Commercial
-79.4356003,43.6498909,55486,Commercial
-79.2792816,43.7700691,55490,Commercial
-79.4765549,43.7735596,55500,Commercial
-79.507225,43.7154579,55105,Commercial
-79.3963013,43.6740074,55905,Commercial
-79.5310669,43.631485,55005,Commercial
-79.507225,43.7154579,55106,Commercial
-79.3963013,43.6740074,55906,Commercial
-79.507225,43.7154579,55107,Commercial
-79.6206818,43.7433586,55819,Commercial
-79.6206818,43.7433586,55820,Commercial
-79.248085,43.7366982,55821,Commercial
-79.4524231,43.7795982,55825,Commercial
-79.4515686,43.6954193,55832,Commercial
-79.5255051,43.6212349,55837,Commercial
-79.6198349,43.7541809,55856,Commercial
-79.3757858,43.6696587,55858,Commercial
-79.2197266,43.7451057,55860,Commercial
-79.2611313,43.7736168,55861,Commercial
-79.4512024,43.6954803,55864,Commercial
-79.3571396,43.7083778,55869,Commercial
-79.3801956,43.6399651,55870,Commercial
-79.3821182,43.6590996,55873,Commercial
-79.3802795,43.6486511,55879,Commercial
-79.2839737,43.6874542,55882,Commercial
-79.4600143,43.6741982,55883,Commercial
-79.3693085,43.6639938,55885,Commercial
-79.5041428,43.6010094,55888,Commercial
-79.2417603,43.7743378,55889,Commercial
-79.5580597,43.7600021,55890,Commercial
-79.1933441,43.785347,55893,Commercial
-79.233078,43.7581863,55897,Commercial
-79.5113602,43.6473656,55509,Commercial
-79.3963013,43.6740074,55907,Commercial
-79.5113602,43.6473656,55510,Commercial
-79.4820404,43.7463875,55305,Commercial
-79.4133911,43.684166,55007,Commercial
-79.4061203,43.6418457,55707,Commercial
-79.5113602,43.6473656,55511,Commercial
-79.4186554,43.6353416,55306,Commercial
-79.3162308,43.6923981,55607,Commercial
-79.3963013,43.6740074,55908,Commercial
-79.5479355,43.6810417,55307,Commercial
-79.3901978,43.67136,55709,Commercial
-79.3963013,43.6740074,55909,Commercial
-79.4077225,43.6564827,55318,Commercial
-79.4077225,43.6564827,55319,Commercial
-79.4077225,43.6564827,55320,Commercial
-79.2848358,43.7475204,55321,Commercial
-79.3021011,43.7233849,55331,Commercial
-79.3021011,43.7233849,55332,Commercial
-79.3757706,43.6531715,55345,Commercial
-79.301178,43.6781273,55354,Commercial
-79.301178,43.6781273,55355,Commercial
-79.301178,43.6781273,55356,Commercial
-79.301178,43.6781273,55357,Commercial
-79.3801956,43.6399651,55365,Commercial
-79.4370346,43.6552162,55369,Commercial
-79.4453812,43.7908287,55373,Commercial
-79.4200058,43.6439819,55382,Commercial
-79.4192123,43.7946243,55383,Commercial
-79.1888199,43.7685089,55514,Commercial
-79.5700912,43.7604294,55711,Commercial
-79.5838089,43.7468147,55517,Commercial
-79.281189,43.6928177,55013,Commercial
-79.1967926,43.7997742,55519,Commercial
-79.3852234,43.6554298,55528,Commercial
-79.3756638,43.7694054,55535,Commercial
-79.2996445,43.8005219,55537,Commercial
-79.5423813,43.7520943,55538,Commercial
-79.2076416,43.7478638,55545,Commercial
-79.3861618,43.6687431,55548,Commercial
-79.2810669,43.76968,55549,Commercial
-79.2810669,43.76968,55550,Commercial
-79.2098083,43.7470436,55552,Commercial
-79.4190292,43.655159,55553,Commercial
-79.3047562,43.8184509,55564,Commercial
-79.3675461,43.663208,55565,Commercial
-79.3635406,43.6501122,55566,Commercial
-79.3799744,43.6540642,55582,Commercial
-79.3911362,43.6498985,55583,Commercial
-79.2820663,43.7794762,55586,Commercial
-79.4502563,43.7497101,55591,Commercial
-79.2430801,43.812973,55597,Commercial
-79.2969437,43.6881943,55714,Commercial
-79.5081558,43.7190781,55715,Commercial
-79.4556808,43.7182617,55118,Commercial
-79.6113205,43.7106895,55017,Commercial
-79.2770309,43.7516556,55021,Commercial
-79.3148499,43.6667404,55023,Commercial
-79.487709,43.7265053,55026,Commercial
-79.3466263,43.7032127,55028,Commercial
-79.3986588,43.6474762,55033,Commercial
-79.3923264,43.6460571,55037,Commercial
-79.4831696,43.7311554,55042,Commercial
-79.3802795,43.6486511,55043,Commercial
-79.2417603,43.7743378,55048,Commercial
-79.5569077,43.6101265,55059,Commercial
-79.3837662,43.6557198,55072,Commercial
-79.401413,43.6477089,55073,Commercial
-79.4512024,43.6954803,55074,Commercial
-79.4512024,43.6954803,55075,Commercial
-79.3721619,43.6633911,55078,Commercial
-79.3874969,43.7016487,55087,Commercial
-79.4473343,43.6963615,55088,Commercial
-79.4134598,43.7618408,55091,Commercial
-79.4198151,43.7971611,55096,Commercial
-79.5081558,43.7190781,55716,Commercial
-79.5081558,43.7190781,55717,Commercial
-79.1849899,43.7874298,55918,Commercial
-79.273613,43.6859436,55617,Commercial
-79.5081558,43.7190781,55718,Commercial
-79.5551147,43.715107,55123,Commercial
-79.5069656,43.7144966,55128,Commercial
-79.3915787,43.6475868,55131,Commercial
-79.3915787,43.6475868,55132,Commercial
-79.5724869,43.7170219,55137,Commercial
-79.4996567,43.6020012,55138,Commercial
-79.3834229,43.6621399,55153,Commercial
-79.3834229,43.6621399,55154,Commercial
-79.4571075,43.6995583,55159,Commercial
-79.4370346,43.6552162,55160,Commercial
-79.2461624,43.7370987,55161,Commercial
-79.4790878,43.6505051,55165,Commercial
-79.4891663,43.614048,55176,Commercial
-79.4891663,43.614048,55177,Commercial
-79.4891663,43.614048,55178,Commercial
-79.4891663,43.614048,55179,Commercial
-79.1988373,43.797287,55621,Commercial
-79.3861618,43.6687431,55622,Commercial
-79.3861618,43.6687431,55623,Commercial
-79.5339584,43.7346725,55933,Commercial
-79.3920593,43.6453743,55936,Commercial
-79.5569077,43.6101265,55937,Commercial
-79.4187851,43.6544571,55938,Commercial
-79.2914658,43.7269974,55961,Commercial
-79.406723,43.7441521,55966,Commercial
-79.5588531,43.7342758,55973,Commercial
-79.4126663,43.6886711,55989,Commercial
-79.3963013,43.6740074,55993,Commercial
-79.3963013,43.6740074,55994,Commercial
-79.3963013,43.6740074,55995,Commercial
-79.3963013,43.6740074,55996,Commercial
-79.3963013,43.6740074,55997,Commercial
-79.3963013,43.6740074,55998,Commercial
-79.3963013,43.6740074,55999,Commercial
-79.3963013,43.6740074,56000,Commercial
-79.3861618,43.6687431,55624,Commercial
-79.1848831,43.7648697,55727,Commercial
-79.3861618,43.6687431,55625,Commercial
-79.6054993,43.7439194,55732,Commercial
-79.4864502,43.7447815,55629,Commercial
-79.5523376,43.6314392,55630,Commercial
-79.234993,43.7757454,55631,Commercial
-79.4433823,43.6787529,55743,Commercial
-79.3119049,43.7465782,55745,Commercial
-79.3644638,43.6556168,55747,Commercial
-79.3644638,43.6556168,55748,Commercial
-79.3644638,43.6556168,55749,Commercial
-79.3920593,43.6453743,55759,Commercial
-79.542099,43.6122169,55763,Commercial
-79.5160141,43.7193069,55766,Commercial
-79.2785721,43.7853508,55776,Commercial
-79.2658844,43.7015991,55788,Commercial
-79.4464188,43.6862488,55799,Commercial
-79.3701401,43.6970482,55632,Commercial
-79.3701401,43.6970482,55633,Commercial
-79.420105,43.7359238,55634,Commercial
-79.2882614,43.7832909,55642,Commercial
-79.5852356,43.7147636,55646,Commercial
-79.3550568,43.6769447,55649,Commercial
-79.5586472,43.694252,55654,Commercial
-79.4005966,43.6478882,55656,Commercial
-79.4249268,43.6326866,55658,Commercial
-79.4249268,43.6326866,55659,Commercial
-79.5395584,43.6408958,55664,Commercial
-79.4195175,43.6320152,68201,Commercial
-79.2934647,43.7821198,68803,Commercial
-79.4820709,43.7266426,68804,Commercial
-79.2922211,43.8145828,68006,Commercial
-79.4473343,43.6963615,68012,Commercial
-79.4430466,43.6592255,68013,Commercial
-79.4957047,43.6762047,68014,Commercial
-79.298027,43.6788864,68015,Commercial
-79.4192123,43.7946243,68018,Commercial
-79.2805405,43.6871529,68039,Commercial
-79.4506607,43.6504517,68051,Commercial
-79.2870865,43.680542,68052,Commercial
-79.5263519,43.7151031,68056,Commercial
-79.3745651,43.6570702,68057,Commercial
-79.2626724,43.7162323,68059,Commercial
-79.249176,43.7191925,68060,Commercial
-79.3907242,43.6686401,68067,Commercial
-79.3955688,43.64674,68074,Commercial
-79.5692215,43.7562332,68075,Commercial
-79.3919067,43.6416435,68082,Commercial
-79.6099167,43.7341003,68083,Commercial
-79.5169525,43.5982018,68085,Commercial
-79.4345169,43.6410294,68089,Commercial
-79.4124451,43.7674751,68102,Commercial
-79.3675461,43.663208,68502,Commercial
-79.4215469,43.6716232,68105,Commercial
-79.4524231,43.6655006,68404,Commercial
-79.3718948,43.653511,68608,Commercial
-79.4524231,43.6655006,68405,Commercial
-79.4212875,43.6401787,68609,Commercial
-79.3655624,43.7187157,68107,Commercial
-79.3827896,43.6426392,68907,Commercial
-79.3845978,43.6649399,68610,Commercial
-79.2824554,43.7240486,68507,Commercial
-79.3860626,43.6552429,68811,Commercial
-79.5340271,43.6957359,68408,Commercial
-79.2897339,43.7330818,68812,Commercial
-79.5400848,43.6361122,68310,Commercial
-79.3920593,43.6453743,68213,Commercial
-79.4253387,43.6373482,68613,Commercial
-79.3734589,43.6573067,68410,Commercial
-79.4154892,43.631115,68312,Commercial
-79.4715652,43.7804718,68614,Commercial
-79.3819275,43.6586685,68215,Commercial
-79.3799744,43.6540642,68511,Commercial
-79.2279282,43.7399826,68522,Commercial
-79.4101639,43.6559715,68525,Commercial
-79.3710327,43.6582947,68526,Commercial
-79.2391663,43.7213669,68535,Commercial
-79.2520523,43.7358513,68540,Commercial
-79.2729797,43.7137985,68544,Commercial
-79.3506165,43.6430931,68545,Commercial
-79.4232559,43.6494026,68556,Commercial
-79.2461624,43.7370987,68560,Commercial
-79.4213715,43.6323166,68562,Commercial
-79.5569077,43.6101265,68568,Commercial
-79.552475,43.6197662,68580,Commercial
-79.5081558,43.7190781,68585,Commercial
-79.3919067,43.6416435,68587,Commercial
-79.3841553,43.6639061,68590,Commercial
-79.5760574,43.6304665,68615,Commercial
-79.4727402,43.6906853,68112,Commercial
-79.3886414,43.6504211,68817,Commercial
-79.389183,43.6494598,68825,Commercial
-79.3833847,43.662056,68831,Commercial
-79.3833847,43.662056,68832,Commercial
-79.2819366,43.7142334,68834,Commercial
-79.4402542,43.6978493,68836,Commercial
-79.4008255,43.6443062,68838,Commercial
-79.4031296,43.7285805,68840,Commercial
-79.4037628,43.7311325,68843,Commercial
-79.406723,43.7441521,68845,Commercial
-79.3797302,43.6473351,68846,Commercial
-79.3797302,43.6473351,68847,Commercial
-79.3797302,43.6473351,68848,Commercial
-79.3797302,43.6473351,68849,Commercial
-79.3797302,43.6473351,68850,Commercial
-79.2611313,43.7736168,68851,Commercial
-79.5892334,43.7410965,68875,Commercial
-79.3498535,43.6588783,68877,Commercial
-79.2666626,43.7559013,68880,Commercial
-79.3812256,43.6570396,68881,Commercial
-79.3660126,43.6594429,68885,Commercial
-79.3767319,43.6494064,68891,Commercial
-79.540657,43.7714958,68892,Commercial
-79.5540619,43.7129021,68893,Commercial
-79.4372787,43.6404533,68894,Commercial
-79.4372787,43.6404533,68895,Commercial
-79.3941422,43.6470528,68899,Commercial
-79.3799744,43.6540642,68913,Commercial
-79.2883606,43.6912346,68916,Commercial
-79.2443771,43.7527237,68917,Commercial
-79.3401794,43.6798782,68924,Commercial
-79.5569077,43.6101265,68944,Commercial
-79.4214859,43.6546593,68945,Commercial
-79.4214859,43.6546593,68946,Commercial
-79.4214859,43.6546593,68947,Commercial
-79.4214859,43.6546593,68948,Commercial
-79.4403076,43.7024193,68949,Commercial
-79.4403076,43.7024193,68950,Commercial
-79.4403076,43.7024193,68951,Commercial
-79.5811539,43.7006493,68956,Commercial
-79.5811539,43.7006493,68957,Commercial
-79.4781876,43.7596321,68961,Commercial
-79.4528656,43.733387,68965,Commercial
-79.2365723,43.788372,68972,Commercial
-79.4427338,43.6583405,68973,Commercial
-79.2810745,43.7658043,68974,Commercial
-79.3941422,43.6687202,68985,Commercial
-79.2810745,43.7658043,68989,Commercial
-79.4524231,43.6655006,68993,Commercial
-79.5571747,43.6088066,68617,Commercial
-79.5537491,43.6194763,68723,Commercial
-79.4000931,43.644455,68619,Commercial
-79.2520523,43.7358513,68724,Commercial
-79.3059845,43.7989998,68119,Commercial
-79.6039124,43.7436447,68418,Commercial
-79.3266983,43.7746696,68321,Commercial
-79.2520523,43.7358513,68725,Commercial
-79.3266983,43.7746696,68322,Commercial
-79.4390335,43.6684685,68323,Commercial
-79.4427414,43.7063293,68625,Commercial
-79.2155685,43.7439499,68634,Commercial
-79.2155685,43.7439499,68636,Commercial
-79.4364395,43.6596527,68641,Commercial
-79.3842087,43.6708069,68642,Commercial
-79.2598114,43.7920647,68644,Commercial
-79.5030289,43.6012611,68647,Commercial
-79.3571396,43.7083778,68661,Commercial
-79.3904648,43.6561584,68689,Commercial
-79.5990524,43.7181282,68690,Commercial
-79.3647995,43.7135696,68691,Commercial
-79.2961884,43.7092819,68728,Commercial
-79.4021912,43.6426544,68325,Commercial
-79.4763031,43.6511383,68229,Commercial
-79.2611313,43.7736168,68435,Commercial
-79.2209244,43.8055801,68439,Commercial
-79.5571747,43.6088066,68446,Commercial
-79.4000473,43.6579514,68453,Commercial
-79.4000473,43.6579514,68454,Commercial
-79.5128326,43.601841,68456,Commercial
-79.3954926,43.7073326,68463,Commercial
-79.4117661,43.7648163,68469,Commercial
-79.3236389,43.6833687,68479,Commercial
-79.3815842,43.6579094,68481,Commercial
-79.5028915,43.6995544,68483,Commercial
-79.4524231,43.6655006,68485,Commercial
-79.3853378,43.6666985,68488,Commercial
-79.4028397,43.7274361,68489,Commercial
-79.5955658,43.6867599,68493,Commercial
-79.5770645,43.6902161,68496,Commercial
-79.3323822,43.6814842,68497,Commercial
-79.4596405,43.7268066,68731,Commercial
-79.3793716,43.6618767,68126,Commercial
-79.4172134,43.6638374,68332,Commercial
-79.1888199,43.7685089,68336,Commercial
-79.251297,43.7187653,68345,Commercial
-79.4039764,43.731884,68346,Commercial
-79.3912811,43.6711349,68353,Commercial
-79.2787933,43.7701836,68366,Commercial
-79.5537491,43.6194763,68367,Commercial
-79.3988724,43.7090912,68377,Commercial
-79.3988724,43.7090912,68378,Commercial
-79.456749,43.751667,68382,Commercial
-79.2914658,43.7269974,68389,Commercial
-79.3000336,43.7584953,68399,Commercial
-79.2949219,43.6897202,68734,Commercial
-79.3070297,43.6717758,68130,Commercial
-79.5569077,43.6101265,68235,Commercial
-79.2253265,43.7598267,68236,Commercial
-79.2619095,43.771946,68237,Commercial
-79.3792572,43.6524429,68238,Commercial
-79.3815842,43.6579094,68136,Commercial
-79.3815842,43.6579094,68137,Commercial
-79.4836044,43.7331238,68742,Commercial
-79.2383575,43.7388573,68245,Commercial
-79.3953629,43.6462173,68744,Commercial
-79.4893723,43.6769104,68140,Commercial
-79.2383575,43.7388573,68246,Commercial
-79.2848282,43.7284737,68746,Commercial
-79.5089798,43.7223663,68747,Commercial
-79.3521042,43.7864914,68756,Commercial
-79.3521042,43.7864914,68757,Commercial
-79.5523148,43.7499466,68773,Commercial
-79.1568756,43.7921066,68778,Commercial
-79.4393921,43.6980438,68780,Commercial
-79.4393921,43.6980438,68781,Commercial
-79.4393921,43.6980438,68782,Commercial
-79.4393921,43.6980438,68783,Commercial
-79.6006927,43.6864471,68787,Commercial
-79.6006927,43.6864471,68788,Commercial
-79.3841553,43.6639061,68259,Commercial
-79.3805695,43.6716118,68272,Commercial
-79.3437195,43.7758369,68282,Commercial
-79.4183044,43.6831703,68286,Commercial
-79.5077744,43.7097473,68290,Commercial
-79.233078,43.7581863,68292,Commercial
-79.39328,43.6483955,68295,Commercial
-79.3529205,43.6638794,68297,Commercial
-79.3671875,43.6623344,68298,Commercial
-79.3671875,43.6623344,68299,Commercial
-79.297287,43.7022209,68164,Commercial
-79.397644,43.6449547,68165,Commercial
-79.3068237,43.6870613,68171,Commercial
-79.3919067,43.6416435,68175,Commercial
-79.4533997,43.7079086,68185,Commercial
-79.4424973,43.6394386,68191,Commercial
-79.4995499,43.6669083,68194,Commercial
-79.4453812,43.7908287,68196,Commercial
-79.4453812,43.7908287,68197,Commercial
-79.5626755,43.6123085,62807,Commercial
-79.5647812,43.7665482,62832,Commercial
-79.2611313,43.7736168,62864,Commercial
-79.5873032,43.689518,62865,Commercial
-79.4944229,43.6669083,62873,Commercial
-79.4098816,43.7573395,62888,Commercial
-79.4765549,43.7735596,62889,Commercial
-79.3743515,43.6629181,62301,Commercial
-79.4114838,43.6457024,62508,Commercial
-79.5495529,43.7598152,62518,Commercial
-79.4889221,43.7762909,62529,Commercial
-79.5859833,43.6881332,62531,Commercial
-79.2876434,43.7378769,62539,Commercial
-79.3640976,43.6468086,62553,Commercial
-79.4607391,43.7538872,62585,Commercial
-79.2613297,43.7700691,62304,Commercial
-79.4764862,43.7627029,62104,Commercial
-79.3791351,43.6459885,62706,Commercial
-79.4078751,43.7489319,62219,Commercial
-79.5457153,43.7212753,62230,Commercial
-79.3847122,43.6580772,62239,Commercial
-79.5770645,43.6902161,62242,Commercial
-79.4669266,43.768856,62246,Commercial
-79.5490723,43.7506523,62262,Commercial
-79.2430801,43.812973,62280,Commercial
-79.2810745,43.7658043,62288,Commercial
-79.2484894,43.791851,62005,Commercial
-79.2510223,43.8334541,62907,Commercial
-79.5138016,43.7198334,62631,Commercial
-79.4742966,43.7555351,62650,Commercial
-79.5873032,43.689518,62652,Commercial
-79.5348663,43.7104225,62662,Commercial
-79.2412949,43.7375031,62687,Commercial
-79.5170746,43.7548561,62691,Commercial
-79.4195709,43.6384964,62312,Commercial
-79.4457397,43.6648979,62112,Commercial
-79.4840012,43.6842308,62317,Commercial
-79.4021912,43.6426544,62324,Commercial
-79.54673,43.697052,62333,Commercial
-79.4855652,43.7608223,62338,Commercial
-79.54673,43.697052,62352,Commercial
-79.3892441,43.6452789,62365,Commercial
-79.3437195,43.7758369,62373,Commercial
-79.571373,43.7115517,62376,Commercial
-79.2671738,43.7510948,62392,Commercial
-79.5447006,43.632122,62012,Commercial
-79.2428665,43.7355003,62122,Commercial
-79.2810745,43.7658043,62125,Commercial
-79.5485458,43.7671127,62161,Commercial
-79.2854004,43.6969986,62166,Commercial
-79.1478195,43.7997742,62167,Commercial
-79.2581024,43.7345314,62173,Commercial
-79.2810745,43.7658043,62174,Commercial
-79.4781876,43.7596321,62187,Commercial
-79.5454636,43.6213799,62190,Commercial
-79.5454636,43.6213799,62198,Commercial
-79.4940948,43.7049522,62918,Commercial
-79.4298172,43.7192612,62436,Commercial
-79.5852356,43.7147636,62441,Commercial
-79.4855194,43.7646942,62443,Commercial
-79.4750824,43.6830063,62448,Commercial
-79.3544388,43.7579536,62477,Commercial
-79.5774384,43.7314148,62492,Commercial
-79.5454636,43.6213799,62016,Commercial
-79.5353317,43.7399406,62725,Commercial
-79.5353317,43.7399406,62726,Commercial
-79.5886612,43.6817741,62728,Commercial
-79.5886612,43.6817741,62733,Commercial
-79.5886612,43.6817741,62734,Commercial
-79.5132065,43.7255173,62745,Commercial
-79.4482651,43.7248802,62768,Commercial
-79.5770645,43.6902161,62782,Commercial
-79.4940948,43.7049522,62919,Commercial
-79.5147858,43.6235962,62920,Commercial
-79.2403641,43.7182274,62933,Commercial
-79.541214,43.7657547,62938,Commercial
-79.5873108,43.6907883,62942,Commercial
-79.4867325,43.6298409,62964,Commercial
-79.2165375,43.7955093,62965,Commercial
-79.5408707,43.6177444,62975,Commercial
-79.5408707,43.6177444,62979,Commercial
-79.5943604,43.734745,62025,Commercial
-79.2798691,43.7352448,62030,Commercial
-79.5819321,43.6825752,62041,Commercial
-79.5317001,43.7593842,62048,Commercial
-79.2912674,43.7461014,62055,Commercial
-79.3867874,43.6702271,62066,Commercial
-79.6260757,43.7420883,62071,Commercial
-79.2798691,43.7352448,62094,Commercial
-79.3488159,43.6894341,67401,Commercial
-79.3488159,43.6894341,67402,Commercial
-79.3430862,43.679306,67407,Commercial
-79.3930817,43.6707535,67001,Commercial
-79.5447006,43.632122,67414,Commercial
-79.3791351,43.6459885,67416,Commercial
-79.5984116,43.655838,67417,Commercial
-79.2810745,43.7658043,67432,Commercial
-79.2611313,43.7736168,67437,Commercial
-79.3729858,43.6530495,67440,Commercial
-79.3757706,43.6531715,67442,Commercial
-79.4760971,43.6899223,67448,Commercial
-79.4781876,43.7596321,67450,Commercial
-79.592247,43.7146721,67452,Commercial
-79.592247,43.7146721,67453,Commercial
-79.592247,43.7146721,67454,Commercial
-79.592247,43.7146721,67455,Commercial
-79.382637,43.6529732,67456,Commercial
-79.2489777,43.7917442,67458,Commercial
-79.2702637,43.7865524,67459,Commercial
-79.5505676,43.7250977,67468,Commercial
-79.3834229,43.6450844,67474,Commercial
-79.2760468,43.7859306,67475,Commercial
-79.2937927,43.6899681,67488,Commercial
-79.5671616,43.6833382,67490,Commercial
-79.233078,43.7581863,67492,Commercial
-79.2947006,43.7625885,67493,Commercial
-79.4506607,43.6504517,67496,Commercial
-79.3834229,43.6621399,67302,Commercial
-79.5951614,43.7420998,67502,Commercial
-79.2277222,43.7677269,67902,Commercial
-79.3781204,43.6691475,67603,Commercial
-79.5951614,43.7420998,67503,Commercial
-79.3586502,43.6504936,67103,Commercial
-79.3974152,43.6485405,67004,Commercial
-79.3886642,43.7693825,67007,Commercial
-79.5319138,43.694294,67008,Commercial
-79.3841553,43.6639061,67009,Commercial
